sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota
20201100007,IT,Thomas Brown,9867139770,thomasbrown@gmail.com,M,70.28,89.41,18.81,62.65,50.24,76.6,72.69,Gregory Lawrence,"Lighting technician, broadcasting/film/video",Tiffany Edwards,"Horticulturist, amenity",1123972,400085,2020,constructions,non-minority
20201100008,IT,Aaron Ayala,9867224736,aaronayala@gmail.com,F,43.36,64.93,98.04,55.25,86,68.14,88.2,John Fisher,Nature conservation officer,Tammy Reyes,"Therapist, drama",271497,400015,2020,manufacturing,minority
20201100009,IT,Patrick Woods,9665048208,patrickwoods@gmail.com,M,54.53,75.58,82.56,85.2,92.06,58.37,75.28,Patrick Morgan,"Research officer, government",Donna Cordova,"Administrator, Civil Service",582144,400071,2020,public administrative services,non-minority
20201100010,IT,Steven Lawrence,9892068108,stevenlawrence@yahoo.com,M,43.46,60.73,94.61,93.74,79.74,78.4,2.42,Ethan Johnston,Music tutor,Tracy Gonzalez,Patent examiner,410731,400093,2020,communications,non-minority
20201100011,IT,Katie Becker,9867197046,katiebecker@gmail.com,F,52.14,71.95,75.85,50.22,62.43,70.42,61.44,Jeffrey Murphy,"Designer, interior/spatial",Ashley Howard,Leisure centre manager,1111541,400088,2020,manufacturing,non-minority
20201100012,IT,Jeffrey Beasley,8999182190,jeffreybeasley@gmail.com,F,38.81,96.28,41.36,50.57,98.57,73.68,64.82,Frank Moore,"Optician, dispensing",Regina Ali,Human resources officer,769349,400075,2020,finance and real estate services,non-minority
20201100013,EXTC,Bradley Lee,9892542648,bradleylee@gmail.com,F,60.94,87.54,3.18,97.41,54.51,71.81,11.12,Kevin Weiss,"Clinical scientist, histocompatibility and immunogenetics",Nancy Hensley,"Designer, furniture",556055,400074,2020,communications,non-minority
20201100014,IT,Mike Thompson,9987015197,mikethompson@gmail.com,F,63.09,93.14,93.32,75.6,84.99,91.03,9.99,Randy Hall,Data scientist,Rhonda Haney,"Engineer, electronics",155528,400064,2020,communications,non-minority
20201100015,MECH,James Green,9892353148,jamesgreen@gmail.com,F,99.63,92.9,94.85,60.54,91.96,95.09,29.97,Jordan Schmidt,Occupational therapist,Paula Sullivan,Textile designer,169610,400039,2020,communications,minority
20201100016,COMPS,William Payne,9004311181,williampayne@gmail.com,M,51.96,82.46,64.07,96.89,56.25,85.67,24.97,William Martin,Press sub,Annette Romero,Occupational therapist,770714,400076,2020,manufacturing,minority
20201100017,COMPS,Antonio Hawkins,8452930867,antoniohawkins@gmail.com,M,88.25,94.02,55.56,71.49,77.91,67.58,64.06,Mark Odonnell,Insurance claims handler,Briana Sanders,"Designer, ceramics/pottery",1142385,400006,2020,public administrative services,non-minority
20201100018,IT,David Alvarez,8999054119,davidalvarez@gmail.com,F,81.45,87.59,78.3,79.08,60.83,79.29,45.55,Jeremy Gonzales,Government social research officer,Elizabeth Travis,Museum/gallery curator,1323986,400037,2020,manufacturing,non-minority
20201100019,IT,Brittany Scott,9004715478,brittanyscott@gmail.com,M,71.04,51.96,97.01,95.78,50.52,69.72,45.07,William Simmons,Politician's assistant,Kimberly Reed,International aid/development worker,1240949,400015,2020,information technology,minority
20201100020,EXTC,Traci Valencia,8999183112,tracivalencia@gmail.com,F,85.72,77.91,55.12,95.91,90.23,85.49,25.88,Matthew Duncan,Land,Cynthia Cantrell,Medical sales representative,346613,400032,2020,agriculture and forestry,non-minority
20201100021,COMPS,Mary Mendez,7738547307,marymendez@gmail.com,M,87.24,57,68.64,97.43,59.08,72.97,79.12,Christopher Hunt,IT trainer,Ashley Koch,Charity fundraiser,572522,400011,2020,public administrative services,minority
20201100022,MECH,Megan Tate,9867675840,megantate@gmail.com,M,90.53,60.86,62.79,62.63,77.96,73.53,68.89,Joseph Lopez,Maintenance engineer,Kimberly Cooper,Mining engineer,750232,400095,2020,information technology,non-minority
20201100023,COMPS,Elizabeth Moore,8999139765,elizabethmoore@gmail.com,M,83.9,58.07,35.31,67.1,91.51,80.3,30.49,Thomas Castro,Soil scientist,Norma Brown,Writer,410731,400019,2020,finance and real estate services,non-minority
20201100024,IT,Alexis Griffin,9967380380,alexisgriffin@yahoo.com,M,90.96,55.99,63.04,79.6,50.4,58.07,42.37,Patrick Wright,Plant breeder/geneticist,Courtney Mccarthy,"Research officer, political party",129562,400060,2020,communications,minority
20201100025,IT,Douglas Thomas,9867386478,douglasthomas@gmail.com,M,43.12,57.11,88.38,92.53,64.69,93.29,25.35,Ronald Burns,"Teacher, early years/pre",Angela Hernandez,Training and development officer,1092056,400006,2020,public administrative services,non-minority
20201100026,EXTC,Gavin Robinson,9892293797,gavinrobinson@gmail.com,M,73.73,60.58,36.79,70.43,92.71,83.13,17.49,Jeffrey Arias,Prison officer,Stacey Paul,Arts development officer,911691,400027,2020,manufacturing,non-minority
20201100027,IT,Micheal Harrison,9987445016,michealharrison@gmail.com,F,52.1,74.31,45.88,83.23,59.55,69.57,58.02,Aaron Jones,Neurosurgeon,Karen Valdez,"Programmer, applications",310183,400102,2020,information technology,minority
20201100028,EXTC,Ricardo Castillo,9967075928,ricardocastillo@yahoo.com,M,35.95,57.85,73.54,79.66,83.08,68.14,25.27,Troy Dunn,Garment/textile technologist,Kerry Ruiz,Chartered legal executive (England and Wales),1000736,400054,2020,agriculture and forestry,non-minority
20201100029,COMPS,James Garner,9867731043,jamesgarner@gmail.com,F,61.03,90.62,31.01,61.88,58.33,70.64,21.15,Christopher Graham,Games developer,Lisa Gonzalez,Science writer,1408969,400077,2020,public administrative services,minority
20201100030,IT,Aaron Daniels,9892210955,aarondaniels@yahoo.com,F,45.55,75.3,28.41,58.26,89.82,85.59,53.04,Timothy Roberts,Architect,Shannon Thomas DVM,"Teacher, music",177219,400043,2020,agriculture and forestry,non-minority
20201100031,EXTC,Charles Williams,9867296787,charleswilliams@gmail.com,M,80.51,52.43,48.76,50.47,50.51,63.18,48.25,Jacob Roberts,Special educational needs teacher,Mrs. Jennifer Mitchell,Market researcher,1137825,400037,2020,information technology,minority
20201100032,COMPS,Anthony Lee,9892067642,anthonylee@gmail.com,M,50.14,73.55,46.07,84.03,80.22,63.12,30.95,Jacob Rice,Hydrogeologist,Kimberly Robinson,Corporate treasurer,398985,400082,2020,constructions,minority
20201100033,EXTC,Timothy Lambert,9967662834,timothylambert@hotmail.com,M,36.47,74.25,23.24,83.53,54.73,66.46,40.72,Jason Harvey,Tourist information centre manager,Kristine Davis,Communications engineer,1493116,400020,2020,manufacturing,minority
20201100034,EXTC,Marcia Thomas,7738762045,marciathomas@gmail.com,M,93.09,70.91,95.13,65.19,81.67,83.74,50.45,Robert Hughes,Patent examiner,Elizabeth Rowe,"Radiographer, diagnostic",366565,400053,2020,manufacturing,non-minority
20201100035,IT,Brittany Smith,7738097935,brittanysmith@gmail.com,F,60.51,85.95,43.53,91.79,79.31,90.64,43.56,Brent Bautista,Air traffic controller,Angela Burns,"Administrator, sports",1283271,400058,2020,constructions,minority
20201100036,COMPS,Benjamin Norton,9004020502,benjaminnorton@yahoo.com,M,74.11,56.91,15.86,52.31,63.66,69.36,59.05,Tyler Barker,Camera operator,Erin Clements,Data processing manager,998744,400091,2020,public administrative services,non-minority
20201100037,EXTC,Frances Russell,9892888430,francesrussell@gmail.com,F,54.85,81.06,34.44,58.04,50.14,51.91,81.02,Mark Fox,"Surveyor, planning and development",Misty Greene,Environmental manager,1385251,400028,2020,information technology,non-minority
20201100038,IT,Anita Love,8999411742,anitalove@gmail.com,F,98.52,96.38,54.12,55.97,61.87,97.68,1.97,David Stuart,Paramedic,Heather Stewart,Government social research officer,1351476,400078,2020,communications,non-minority
20201100039,IT,Joseph Holt,7738785473,josephholt@gmail.com,F,63.47,86.53,6.34,69.71,89.32,70.2,27.16,Justin Nguyen,"Administrator, Civil Service",Chelsea Cross,"Designer, blown glass/stained glass",1215145,400001,2020,constructions,minority
20201100040,EXTC,Mark Romero,9004084280,markromero@hotmail.com,M,46.4,89.4,29.1,73.57,60.4,63.02,15.01,William Russell,"Production assistant, television",Amanda Bates,Retail manager,1375292,400067,2020,public administrative services,minority
20201100041,IT,Joshua West,9892311365,joshuawest@gmail.com,M,84.61,63.76,85.8,85.3,99.19,90.81,31.44,Shane Singh,"Merchandiser, retail",Emily Clark,"Administrator, Civil Service",574502,400063,2020,information technology,minority
20201100042,EXTC,Roger Young,9004681983,rogeryoung@yahoo.com,M,93.59,94.62,46.08,87.86,65.17,62.1,35.05,Matthew Munoz,Advertising copywriter,Kelly Garcia,Special educational needs teacher,630261,400065,2020,finance and real estate services,non-minority
20201100043,MECH,Shane Holmes,9987256829,shaneholmes@yahoo.com,M,74.74,80.89,70.04,88.86,95.98,93.05,17.57,Phillip Wilkinson,Accommodation manager,Sylvia Stevens,Chemical engineer,1327146,400043,2020,finance and real estate services,non-minority
20201100044,COMPS,Brittany Hamilton,9987424060,brittanyhamilton@gmail.com,M,47.95,78.48,4.22,78.15,96.22,95.8,60.18,William Harrison,"Designer, fashion/clothing",Miranda Kim,Advertising account planner,607319,400041,2020,trade transport and hotels,non-minority
20201100045,IT,Vernon Harrison,8999150488,vernonharrison@gmail.com,M,64.28,91.62,21.89,59.38,99.11,60.75,44.08,Bobby Myers,Museum/gallery exhibitions officer,Mrs. Shelley Conley,"Administrator, charities/voluntary organisations",260295,400043,2020,trade transport and hotels,non-minority
20201100046,EXTC,Connor Miller,9867983727,connormiller@gmail.com,M,66.15,94.29,42.62,52.44,63.72,63.14,34.8,Kyle Morgan,Petroleum engineer,Janet Richards,Furniture conservator/restorer,106662,400013,2020,communications,non-minority
20201100047,MECH,Michelle Thomas,7738739120,michellethomas@yahoo.com,M,38.62,60.11,18.29,85.01,61.25,56.95,71.57,Stephen Smith,Music tutor,Julie Campbell,Sales promotion account executive,1236532,400025,2020,constructions,non-minority
20201100048,COMPS,Edward Smith,9867161792,edwardsmith@yahoo.com,M,62.05,60.28,92.32,93.91,64.28,89.49,40.3,Frank Lee,Financial planner,Christina Castillo,"Engineer, site",1053401,400076,2020,agriculture and forestry,minority
20201100049,MECH,Taylor Wallace DDS,8999815473,taylorwallacedds@gmail.com,M,42.1,79.54,68.8,60.3,92.15,62.64,67.85,Joseph Burch,"Scientist, product/process development",Ruth Griffin,Higher education lecturer,968118,400039,2020,constructions,minority
20201100050,MECH,Zachary Reed,9987936890,zacharyreed@gmail.com,M,89.3,87.54,34.26,82.62,76.03,86.58,3.1,Bruce Saunders,"Doctor, general practice",Holly Anderson,Animal nutritionist,1234678,400096,2020,communications,non-minority
20201100051,IT,Nathan Harris,9967181841,nathanharris@gmail.com,M,66.84,81.57,8.53,64.37,61.16,85.82,67.73,Adam Nguyen,Mudlogger,Amy Austin,Television floor manager,392864,400082,2020,manufacturing,non-minority
20201100052,EXTC,Paul Rose,9987963733,paulrose@gmail.com,M,73.92,67.98,14.52,95.99,67.76,66.67,26.14,Mark Collins,Camera operator,Nicole Rivera,English as a foreign language teacher,548420,400075,2020,public administrative services,minority
20201100053,COMPS,Jeffrey Stevens,9892495485,jeffreystevens@gmail.com,M,35.54,69.83,10.77,78.51,62.52,92.08,12.67,Andrew Wolf,Production engineer,Megan Bowen,Risk manager,133458,400063,2020,manufacturing,non-minority
20201100054,IT,Sarah Jordan,9987295213,sarahjordan@hotmail.com,F,59.25,57.82,98.22,52.14,77.65,51.74,44.3,Patrick Walton,"Scientist, clinical (histocompatibility and immunogenetics)",Valerie Adams,Fitness centre manager,101063,400090,2020,trade transport and hotels,minority
20201100055,EXTC,Tyler Morris,8454938276,tylermorris@gmail.com,M,35.08,91.58,8.98,50.97,86.44,85.68,5.21,James Baker,Energy engineer,Carolyn Bennett,IT trainer,1038636,400066,2020,information technology,minority
20201100056,COMPS,Cheryl Smith,9665115600,cherylsmith@gmail.com,M,91.65,86.98,41.91,77.81,81.06,87.33,25.35,Kevin Bond,Education administrator,Lori Wallace,"Engineer, maintenance (IT)",614873,400022,2020,agriculture and forestry,non-minority
20201100057,IT,Elizabeth Morris,9987056288,elizabethmorris@gmail.com,M,49.2,77.94,73.6,69.99,63.26,64.32,29.29,Alexander Ramirez,Sports development officer,Whitney Espinoza,"Investment banker, corporate",611051,400091,2020,constructions,non-minority
20201100058,IT,Tristan Owens,8452928961,tristanowens@hotmail.com,F,48.33,67.23,55.83,87.64,60.7,98.8,21.79,Brian Andrade,"Lecturer, higher education",Teresa Monroe,Armed forces training and education officer,1219482,400014,2020,public administrative services,minority
20201100059,IT,James Richardson,8452836377,jamesrichardson@gmail.com,M,76.47,56.22,62.07,92.39,82.76,85.21,71.74,Joseph Bell,"Engineer, control and instrumentation",Veronica Walker,"Runner, broadcasting/film/video",550662,400093,2020,finance and real estate services,non-minority
20201100060,MECH,Michael Chen,9867715838,michaelchen@hotmail.com,M,47.09,72.85,1.14,78.07,59.7,81.84,4.31,Andre Horton,Radio broadcast assistant,Stephanie Willis,IT sales professional,1468677,400042,2020,manufacturing,minority
20201100061,EXTC,Brian Case,9987062821,briancase@gmail.com,F,83.51,86.91,88.81,76.17,70.68,67.62,80.22,Shane Hodge,"Lecturer, further education",Diane Maddox,Animal nutritionist,405158,400019,2020,trade transport and hotels,minority
20201100062,EXTC,Nicole Wilson,8999226785,nicolewilson@yahoo.com,M,48.88,87.31,77.34,73.61,62.14,62.31,67.35,Chris Owens,International aid/development worker,Cheyenne Hamilton,Glass blower/designer,1392801,400027,2020,public administrative services,non-minority
20201100063,EXTC,Gary Haley,9004317538,garyhaley@gmail.com,M,45.25,62.65,27.75,94.35,51.95,94.58,26.45,Benjamin Fleming,Transport planner,Jennifer Monroe,"Designer, television/film set",256749,400019,2020,agriculture and forestry,non-minority
20201100064,IT,Diana Davis,8454028306,dianadavis@gmail.com,M,51.79,52.16,19.7,58.21,66.87,63.42,3.39,Timothy Holland,Accommodation manager,Alyssa Mitchell,Aid worker,1130606,400023,2020,communications,minority
20201100065,EXTC,Charles Dixon,9867341621,charlesdixon@gmail.com,F,73.22,99.26,99.36,98.05,57.43,97.9,71.18,Eugene Morrow,Careers information officer,Erika Gomez,Oceanographer,313083,400060,2020,trade transport and hotels,non-minority
20201100066,IT,Terry Aguilar,8999991313,terryaguilar@gmail.com,M,74.29,71.85,33.86,63.71,55.23,93.36,12.14,Anthony Hernandez,"Surveyor, planning and development",Tara Mcguire,"Engineer, structural",311617,400026,2020,communications,non-minority
20201100067,MECH,Whitney Waters,8999583042,whitneywaters@gmail.com,M,73.92,74.76,25.79,96.32,65,64.38,35.24,Scott Reese,Armed forces logistics/support/administrative officer,Courtney Graves,Armed forces technical officer,178693,400044,2020,public administrative services,non-minority
20201100068,EXTC,Charles Vaughn,9665768374,charlesvaughn@gmail.com,M,41.46,98.23,18.15,54.55,69.22,96.1,1.21,Adam Bernard,Chiropractor,Holly Rivera,"Scientist, research (life sciences)",891444,400038,2020,finance and real estate services,non-minority
20201100069,EXTC,Brian Porter,9987859484,brianporter@gmail.com,M,55.91,78.58,82.16,94.17,95.06,75.73,35.45,Austin Stewart,Fish farm manager,Donna Paul,"Nurse, mental health",250539,400061,2020,communications,non-minority
20201100070,IT,Kenneth Thornton,9665535736,kenneththornton@gmail.com,F,81.37,69.79,43.24,59.01,68.83,79.2,33.73,Christopher Hernandez,Adult guidance worker,Stacy Diaz,Farm manager,1075922,400078,2020,manufacturing,non-minority
20201100071,MECH,Derek Allen,8999931034,derekallen@gmail.com,F,90.87,72.82,88.17,71.76,66.08,96.22,32.33,Hunter Williams,Curator,Angela Carlson,"Engineer, civil (contracting)",1431480,400046,2020,constructions,non-minority
20201100072,IT,Brandi Mack,7738793393,brandimack@hotmail.com,F,92.77,76.15,71.75,94.23,94.75,56.6,52.52,James Blake,Quarry manager,Pamela Vazquez,Photographer,337407,400099,2020,trade transport and hotels,non-minority
20201100073,MECH,Andres Kemp,8999268947,andreskemp@hotmail.com,M,71.08,68.99,8.81,66.91,91.72,61.18,60.07,Brian Ramos,Regulatory affairs officer,Christina Russo,Research scientist (medical),974194,400024,2020,manufacturing,minority
20201100074,IT,Jack Coleman,9004955879,jackcoleman@gmail.com,M,35.71,96.69,47.18,66.27,52.38,83.34,21.43,Chad Mitchell,Animal nutritionist,Michelle Smith,Charity fundraiser,642684,400009,2020,agriculture and forestry,minority
20201100075,MECH,Mike Robbins,9987823258,mikerobbins@yahoo.com,M,55.55,81.17,57.84,66.72,63.05,95.75,9.39,George Vasquez,Information officer,Kelly Kirby,Sport and exercise psychologist,1291051,400028,2020,communications,minority
20201100076,MECH,Joseph Allen,7738771632,josephallen@gmail.com,M,59.67,73.17,58.94,68.01,81.47,55.18,55.9,Mr. Larry Adams IV,Building control surveyor,Alyssa Howell,Retail buyer,525602,400094,2020,finance and real estate services,non-minority
20201100077,MECH,Brandon Robertson,9867313013,brandonrobertson@yahoo.com,M,69.3,79.33,36.38,89.16,54.75,89.57,19.46,Miguel Pierce,Land,Tammy Duncan,Plant breeder/geneticist,311964,400058,2020,trade transport and hotels,non-minority
20201100078,COMPS,Kevin Browning,9867584260,kevinbrowning@gmail.com,M,58.55,79.83,79.59,86.42,52.16,85.96,41.78,Paul Nelson,Operational researcher,Mikayla Harrison,Writer,1191831,400016,2020,communications,minority
20201100079,COMPS,Johnny Gonzales,9987196335,johnnygonzales@gmail.com,M,86.57,57.7,37.9,95.91,74.45,84.14,20.61,Mark Norris,Dance movement psychotherapist,Nicole Ellis,Actuary,574114,400058,2020,information technology,minority
20201100080,COMPS,Diane Poole,9967588398,dianepoole@gmail.com,M,78.19,96.26,27.99,90.47,79.96,52.15,29.3,Victor Lynn,Hydrologist,Latasha Ruiz,Ecologist,201200,400081,2020,manufacturing,minority
20201100081,MECH,Elizabeth Smith,7738369548,elizabethsmith@gmail.com,M,83.62,55.62,94.97,80.09,99.66,74,62.38,Douglas Faulkner,Geophysical data processor,Kristina Thomas,Geophysical data processor,449519,400081,2020,communications,minority
20201100082,COMPS,Steven Baker,9004653297,stevenbaker@yahoo.com,M,97.17,97.42,73.92,69.46,60.86,54.73,1.19,Keith Lamb,Building surveyor,Brenda Lopez,Interpreter,1092547,400010,2020,constructions,non-minority
20201100083,MECH,James Barajas,8452878101,jamesbarajas@yahoo.com,M,89.6,53.21,1.52,74.6,63.59,65.19,12.12,Joseph Moyer,"Administrator, sports",Jessica Green,Retail merchandiser,1247139,400048,2020,manufacturing,non-minority
20201100084,MECH,James Taylor,7738565659,jamestaylor@gmail.com,M,49.14,74.18,80.56,93.97,80.59,65.33,31.79,Steven Roberts,Public house manager,Victoria Fuller,"Engineer, manufacturing",549878,400072,2020,public administrative services,minority
20201100085,EXTC,James Cook,9987044466,jamescook@yahoo.com,M,67.5,74.45,15.71,51.36,94.09,83.43,62.23,Andrew Raymond,"Designer, blown glass/stained glass",Stephanie Bush,Dentist,896722,400016,2020,finance and real estate services,minority
20201100086,IT,Grace Phillips,9004298380,gracephillips@gmail.com,F,89.94,90.27,87.81,82.88,80.83,94.1,85.06,Joseph Underwood,Museum/gallery conservator,Lisa Lyons,Child psychotherapist,1317337,400090,2020,public administrative services,non-minority
20201100087,IT,Troy Rogers,9004984209,troyrogers@gmail.com,M,81.56,95,65.29,56.32,66.41,90.41,48.61,Matthew Johnson,Dietitian,Margaret Griffin,"Nurse, mental health",447841,400081,2020,trade transport and hotels,minority
20201100088,IT,Makayla Brown,8452981633,makaylabrown@yahoo.com,M,50.27,52.96,70.89,65.29,52.52,65.74,63.16,John Armstrong,Medical secretary,Michelle Schmidt,Adult nurse,326753,400076,2020,trade transport and hotels,non-minority
20201100089,EXTC,Jessica Burns,9892332138,jessicaburns@gmail.com,F,55.54,91.71,87.68,67.86,75.42,77.39,61.6,Charles Oconnell,Printmaker,Vanessa Ramirez,Wellsite geologist,222964,400068,2020,public administrative services,non-minority
20201100090,IT,Zachary Lopez,9665166865,zacharylopez@gmail.com,F,70.98,95.03,45.35,65.87,99.25,87.5,60.52,Christopher George,"Engineer, land",Mary Hall,Statistician,445169,400067,2020,finance and real estate services,minority
20201100091,EXTC,Denise Bowen,9004024252,denisebowen@gmail.com,M,68.1,64.33,2.51,96.75,88.21,51.26,81.63,Lonnie Cuevas,Production engineer,Patricia Davis,"Designer, jewellery",271748,400026,2020,public administrative services,non-minority
20201100092,IT,Jackie Reilly,9987178854,jackiereilly@yahoo.com,M,79.27,70.64,51.31,98.07,75.08,81,8.91,Christopher Snyder,Publishing rights manager,Jennifer Atkinson,Armed forces technical officer,1402052,400060,2020,trade transport and hotels,minority
20201100093,EXTC,Joseph Rodriguez,8999451785,josephrodriguez@hotmail.com,M,38.74,96.2,98.4,62.8,67.18,55.81,50.08,Michael Mosley,Counsellor,Susan Colon,Housing manager/officer,1486580,400070,2020,information technology,non-minority
20201100094,IT,Alexandra Allen,9867911458,alexandraallen@gmail.com,M,64.42,70.23,90.19,82.49,69.24,57.16,85.2,Alan Smith,"Editor, magazine features",Jennifer Hughes,Occupational hygienist,150087,400102,2020,trade transport and hotels,minority
20201100095,MECH,Ricardo Melendez,9892732522,ricardomelendez@gmail.com,F,80.95,76.57,44.41,56.42,53.66,87.96,60.31,Phillip Mcdonald,Child psychotherapist,Nancy Jones,"Psychotherapist, dance movement",544644,400086,2020,manufacturing,non-minority
20201100096,COMPS,Corey Poole,8454086658,coreypoole@gmail.com,M,47.58,91.25,27.4,87.05,79.39,70.32,33.91,Brian Smith,"Chemist, analytical",Victoria Solomon,"Therapist, occupational",1475675,400069,2020,agriculture and forestry,non-minority
20201100097,EXTC,Stephanie Wilson,9967023277,stephaniewilson@gmail.com,F,94.98,55.33,51.31,95.49,76.94,59.75,72.53,Jonathan Cooper,Dietitian,Mary Smith,"Scientist, physiological",234564,400063,2020,manufacturing,non-minority
20201100098,MECH,Aaron Rodriguez,9967060255,aaronrodriguez@gmail.com,F,70.86,53.92,19.61,75.32,85.46,59.52,82.91,Cameron Trevino,Textile designer,Sarah Johnson,Hospital pharmacist,1088573,400102,2020,trade transport and hotels,minority
20201100099,IT,Steven Reynolds,8450947509,stevenreynolds@hotmail.com,F,83.81,67.63,59.06,55.73,68.97,57.62,66.65,Charles Thompson,Insurance claims handler,Margaret Sharp,Video editor,1216003,400102,2020,constructions,non-minority
20201100100,COMPS,Harold Hart,7738160571,haroldhart@yahoo.com,F,47.4,89.23,50.79,71.04,53.86,89.68,2.58,Benjamin Tran,"Psychologist, forensic",Angela Reed,"Teacher, secondary school",1491100,400067,2020,communications,non-minority
20201100101,IT,Christian Townsend,9967539043,christiantownsend@gmail.com,F,53.21,58.52,14.36,68.95,91.7,84.04,62.25,Frederick Schroeder,Hospital pharmacist,Rebecca Moore,Medical laboratory scientific officer,844544,400034,2020,communications,minority
20201100102,COMPS,David Moore,7738449019,davidmoore@yahoo.com,M,64.24,92.39,26.63,60.45,96.72,94.58,39.61,Mike Briggs,"Surveyor, hydrographic",Pamela Jones,"Producer, television/film/video",1199678,400097,2020,manufacturing,minority
20201100103,IT,Michele Powell,7738369718,michelepowell@gmail.com,M,91.18,67.18,92.02,98.28,60.06,85.48,70.16,Garrett Mitchell,Materials engineer,Mary Gonzalez,Animator,108618,400038,2020,communications,non-minority
20201100104,IT,Brandon Smith,8452852720,brandonsmith@yahoo.com,M,71.9,77.53,24.64,83.33,64.8,94.94,3.81,Jonathan Barnes,Graphic designer,Terri Greer,Building services engineer,967800,400070,2020,communications,non-minority
20201100105,EXTC,Beth Edwards,9665481135,bethedwards@gmail.com,M,78.45,78.22,85.07,99.67,84.61,77.98,9.66,Robert Shepherd,Advertising copywriter,Brittany Griffith,"Scientist, research (life sciences)",756076,400008,2020,public administrative services,minority
20201100106,MECH,Kurt Miller,8999282389,kurtmiller@gmail.com,M,38.8,84.84,69.85,66.47,89.18,85.85,14.65,Nathan Mack,IT technical support officer,Mary Wu,Clinical psychologist,670032,400036,2020,public administrative services,non-minority
20201100107,COMPS,Ryan Cooper,9665566366,ryancooper@gmail.com,M,96.41,59.54,2.47,60.87,77.6,60.59,17.34,Roger Patterson,"Clinical scientist, histocompatibility and immunogenetics",Erin Reed,"Designer, furniture",501726,400024,2020,trade transport and hotels,minority
20201100108,EXTC,William Davidson,7738029391,williamdavidson@gmail.com,M,95.08,78.19,65.74,54.68,79.36,81.56,75.3,Kenneth Huynh,Information systems manager,Kelly Abbott,"Scientist, biomedical",1297790,400093,2020,trade transport and hotels,non-minority
20201100109,EXTC,Ross Turner,7738984787,rossturner@gmail.com,M,55.27,58.74,73.85,96.95,71.54,90.16,75.48,Christopher Washington,Fitness centre manager,Sandra Bailey,"Designer, exhibition/display",139098,400080,2020,constructions,minority
20201100110,MECH,Andrew Berger,8999887293,andrewberger@yahoo.com,F,74.14,51.91,35.4,79.61,50.74,55.55,14.45,Joshua Lowe,"Embryologist, clinical",Sarah Fernandez,"Designer, interior/spatial",420149,400101,2020,agriculture and forestry,minority
20201100111,IT,James Arnold,8451962615,jamesarnold@gmail.com,M,73.43,60.78,81.96,75.49,93.24,87.89,65.15,John Martinez,Research scientist (physical sciences),Rebecca Kelly,Audiological scientist,477534,400077,2020,agriculture and forestry,non-minority
20201100112,MECH,Barbara Khan,8999378151,barbarakhan@gmail.com,M,85.76,51.51,41.3,73.77,52.62,94.18,74.63,Dylan Vance,Barrister,Aimee Holloway,"Administrator, Civil Service",181912,400005,2020,agriculture and forestry,non-minority
20201100113,MECH,Jose Fields,7738825852,josefields@gmail.com,M,88.36,75.91,26.17,84,62.88,66.66,65.52,Jeffrey Underwood,Insurance broker,Jennifer Alexander,Tree surgeon,793424,400004,2020,finance and real estate services,minority
20201100114,EXTC,Willie Rowe,9987653151,willierowe@yahoo.com,F,63.05,80.98,54.09,77.76,94.93,70.01,37.38,David Johnson,Town planner,Amy Hopkins,Warden/ranger,352418,400042,2020,agriculture and forestry,non-minority
20201100115,EXTC,Charlotte Webster,8999199107,charlottewebster@gmail.com,M,90.58,99.69,47.79,58.14,59.52,53.55,85.77,Timothy Cowan,Broadcast journalist,Deborah Marshall,Armed forces training and education officer,973656,400001,2020,finance and real estate services,minority
20201100116,EXTC,Patrick Franklin,9892440755,patrickfranklin@yahoo.com,M,96.17,51.96,9.35,60.87,81.24,86.95,49.57,Christian Rose,Brewing technologist,Cynthia King,Psychotherapist,905301,400085,2020,communications,minority
20201100117,IT,Bradley Ochoa,9867510385,bradleyochoa@gmail.com,F,39.76,96.43,65.46,59.33,82.24,51.48,87.89,Charles Wells,"Engineer, maintenance",Shirley Mills,Leisure centre manager,516325,400045,2020,information technology,non-minority
20201100118,MECH,Mark Munoz,9004245020,markmunoz@yahoo.com,F,87.11,61.61,49.09,59.36,64.86,68.66,5.43,Michael Wallace,Operations geologist,Kimberly Vega,Sports coach,534089,400049,2020,information technology,non-minority
20201100119,MECH,Edward Swanson,8999184502,edwardswanson@gmail.com,F,65.3,93.95,71.43,56.33,86.65,53.24,17.78,Tyler Howell,Minerals surveyor,Bethany Holmes,Rural practice surveyor,490599,400075,2020,constructions,non-minority
20201100120,COMPS,Elizabeth Snyder,9867528696,elizabethsnyder@hotmail.com,F,93.38,75.82,49.77,78.6,64.21,83.88,36.83,James Thompson,Leisure centre manager,Karen Beard,Trade union research officer,302604,400044,2020,trade transport and hotels,non-minority
20201100121,EXTC,John Miller,9987188922,johnmiller@gmail.com,F,69.13,75.59,63.31,55.21,63.67,99.07,81.81,Dylan Lopez,"Engineer, agricultural",Amy Poole,Fitness centre manager,714403,400044,2020,information technology,minority
20201100122,MECH,Curtis Hill,8451992973,curtishill@yahoo.com,M,41.79,88.41,31.72,79.89,78.62,64.57,88.94,Stephen Taylor,"Research officer, government",Julie Kirk,Animal technologist,133355,400089,2020,public administrative services,minority
